reportid,age,race,type,charge,year,sex
101406347,28,Black,Misdemeanor,Possession,2010,Male
101406585,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101406751,21,White,Misdemeanor,Possession,2010,Male
101406777,19,White,Misdemeanor,Possession,2010,Male
101407023,21,Black,Misdemeanor,Possession,2010,Male
101407373,48,White,Misdemeanor,Possession,2010,Male
101407440,53,White,Misdemeanor,Possession,2010,Male
101407447,46,White,Misdemeanor,Possession,2010,Male
101407448,57,White,Misdemeanor,Possession,2010,Male
101407581,18,White,Misdemeanor,Possession,2010,Male
101407621,25,Black,Misdemeanor,Possession,2010,Female
101407674,25,Black,Misdemeanor,Possession,2010,Male
101407679,29,White,Misdemeanor,Possession,2010,Male
101407684,32,White,Misdemeanor,Possession,2010,Male
101407913,34,White,Misdemeanor,Possession,2010,Male
101408221,25,White,Misdemeanor,Possession,2010,Male
101408579,24,White,Misdemeanor,Possession,2010,Male
101408631,39,Black,Misdemeanor,Possession,2010,Male
101408663,26,Black,Misdemeanor,Possession,2010,Female
101408710,63,White,Misdemeanor,Possession,2010,Male
101408711,53,White,Misdemeanor,Possession,2010,Male
101409139,32,Black,Misdemeanor,Possession,2010,Male
101409242,52,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101409250,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101409401,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101409410,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101409411,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101409642,36,White,Misdemeanor,Possession,2010,Male
101409658,19,Black,Misdemeanor,Possession,2010,Male
101409660,37,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101409661,36,White,Misdemeanor,Possession,2010,Male
101409662,33,Black,Misdemeanor,Possession,2010,Male
101409679,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101409683,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101410232,60,White,Misdemeanor,Possession,2010,Male
101410508,26,Black,Misdemeanor,Possession,2010,Male
101410517,33,White,Misdemeanor,Possession,2010,Male
101410525,28,Black,Misdemeanor,Possession,2010,Male
101411169,23,Black,Misdemeanor,Possession,2010,Male
101411182,31,Black,Misdemeanor,Possession,2010,Male
101411418,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101411884,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101411927,21,White,Misdemeanor,Possession,2010,Male
101412240,28,White,Misdemeanor,Possession,2010,Male
101412242,18,White,Misdemeanor,Possession,2010,Male
101412244,29,White,Misdemeanor,Possession,2010,Male
101412247,35,White,Misdemeanor,Possession,2010,Male
101412313,43,White,Misdemeanor,Possession,2010,Male
101412371,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101412442,23,Other,Misdemeanor,Possession,2010,Male
101412453,25,White,Misdemeanor,Possession,2010,Male
101412455,18,Other,Misdemeanor,Possession,2010,Male
101412457,64,White,Misdemeanor,Possession,2010,Male
101412475,43,White,Misdemeanor,Possession,2010,Male
101412520,40,White,Misdemeanor,Possession,2010,Male
101412567,40,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101412569,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101412615,24,White,Misdemeanor,Possession,2010,Female
101412775,34,Black,Misdemeanor,Possession,2010,Male
101412777,24,White,Misdemeanor,Possession,2010,Male
101412797,32,White,Misdemeanor,Possession,2010,Male
101413142,19,White,Misdemeanor,Possession,2010,Female
101413172,36,Black,Misdemeanor,Possession,2010,Male
101413299,20,White,Misdemeanor,Possession,2010,Male
101413428,18,Black,Misdemeanor,Possession,2010,Male
101413620,50,White,Misdemeanor,Possession,2010,Male
101413685,22,Black,Misdemeanor,Possession,2010,Male
101414043,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101414072,18,Black,Misdemeanor,Possession,2010,Male
101414110,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101414421,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101414620,36,Black,Misdemeanor,Possession,2010,Male
101414716,33,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101415166,21,White,Misdemeanor,Possession,2010,Male
101415636,27,White,Misdemeanor,Possession,2010,Female
101415714,29,White,Misdemeanor,Possession,2010,Male
101415716,20,White,Misdemeanor,Possession,2010,Male
101415727,37,White,Misdemeanor,Possession,2010,Male
101415741,34,White,Misdemeanor,Possession,2010,Male
101415901,47,White,Misdemeanor,Possession,2010,Female
101415987,43,White,Misdemeanor,Possession,2010,Male
101415992,60,Other,Misdemeanor,Possession,2010,Male
101415994,21,White,Misdemeanor,Possession,2010,Male
101416380,21,Black,Misdemeanor,Possession,2010,Male
101416404,46,Black,Misdemeanor,Possession,2010,Male
101416448,62,White,Misdemeanor,Possession,2010,Male
101416489,38,White,Misdemeanor,Possession,2010,Male
101417106,20,Black,Misdemeanor,Possession,2010,Male
101417227,34,Other,Misdemeanor,Possession,2010,Male
101417307,20,White,Misdemeanor,Possession,2010,Male
101417309,28,White,Misdemeanor,Possession,2010,Male
101417311,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101417445,22,Black,Misdemeanor,Possession,2010,Male
101417610,46,Black,Misdemeanor,Possession,2010,Male
101417681,18,Other,Misdemeanor,Possession,2010,Male
101417798,33,White,Misdemeanor,Possession,2010,Male
101418029,23,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101418237,31,White,Misdemeanor,Possession,2010,Female
101418304,19,White,Misdemeanor,Possession,2010,Female
101418309,21,White,Misdemeanor,Possession,2010,Female
101418310,19,White,Misdemeanor,Possession,2010,Female
101418337,28,White,Misdemeanor,Possession,2010,Male
101418370,32,White,Misdemeanor,Possession,2010,Male
101418382,61,Other,Misdemeanor,Possession,2010,Male
101418870,43,White,Misdemeanor,Possession,2010,Female
101418874,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101418898,20,Black,Misdemeanor,Possession,2010,Male
101419041,23,White,Misdemeanor,Possession,2011,Male
101419160,72,White,Misdemeanor,Possession,2010,Male
101419315,39,White,Misdemeanor,Possession,2010,Male
101419394,24,White,Misdemeanor,Possession,2010,Male
101419443,41,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101419445,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101419493,32,Black,Misdemeanor,Possession,2010,Male
101419522,37,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101419670,24,Other,Misdemeanor,Possession,2010,Male
101419743,22,Black,Misdemeanor,Possession,2010,Male
101419754,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101419755,47,Black,Misdemeanor,Possession,2010,Male
101419798,46,Black,Misdemeanor,Possession,2010,Male
101420144,58,White,Misdemeanor,Possession,2010,Male
101420287,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101420289,22,White,Misdemeanor,Possession,2010,Male
101420563,20,Other,Misdemeanor,Possession,2010,Male
101420638,51,White,Misdemeanor,Possession,2010,Female
101420667,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101421078,24,White,Misdemeanor,Possession,2010,Male
101421554,19,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101421610,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101421669,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101421671,18,Black,Misdemeanor,Possession,2010,Male
101421673,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101421771,58,White,Misdemeanor,Possession,2010,Male
101421773,18,White,Misdemeanor,Possession,2010,Male
101421943,27,White,Misdemeanor,Possession,2010,Male
101422365,27,Other,Misdemeanor,Possession,2010,Female
101422368,22,Black,Misdemeanor,Possession,2010,Male
101422372,46,White,Misdemeanor,Possession,2010,Male
101422572,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101422598,49,Black,Misdemeanor,Possession,2010,Male
101422784,51,White,Misdemeanor,Possession,2010,Male
101422966,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101422969,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101423143,41,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101423311,18,Black,Misdemeanor,Possession,2010,Female
101423314,29,White,Misdemeanor,Possession,2010,Male
100101291,32,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100101293,33,Other,Misdemeanor,Possession,2010,Male
101423612,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101423629,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101423631,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100101295,20,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101423869,23,White,Misdemeanor,Possession,2010,Male
101423878,33,White,Misdemeanor,Possession,2010,Male
101423879,40,White,Misdemeanor,Possession,2010,Male
101423974,19,White,Misdemeanor,Possession,2010,Male
101424179,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101424321,48,Black,Misdemeanor,Possession,2010,Male
101424354,23,White,Misdemeanor,Possession,2010,Male
101424356,20,White,Misdemeanor,Possession,2010,Female
101424744,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101424757,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101424788,26,Other,Misdemeanor,Possession,2010,Male
101425451,35,White,Misdemeanor,Possession,2010,Male
101425463,57,White,Misdemeanor,Possession,2010,Female
101425643,31,White,Misdemeanor,Possession,2010,Male
101425878,51,White,Misdemeanor,Possession,2010,Male
101426000,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101426002,19,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101426005,38,White,Misdemeanor,Possession,2010,Male
101426434,18,Other,Misdemeanor,Possession,2010,Female
101426539,21,Black,Misdemeanor,Possession,2010,Male
101426680,24,Other,Misdemeanor,Possession,2010,Male
101427880,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101428565,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101428585,22,White,Misdemeanor,Possession,2010,Male
101428786,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101500531,41,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101500739,33,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101500744,22,Black,Misdemeanor,Possession,2010,Male
101500747,21,Black,Misdemeanor,Possession,2010,Female
101500750,30,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101500702,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101501035,28,White,Misdemeanor,Possession,2010,Male
100101448,23,Black,Misdemeanor,Possession,2010,Male
101501146,26,White,Misdemeanor,Possession,2010,Female
101501171,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101501387,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101501396,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101501470,45,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101501559,18,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101501563,24,Black,Misdemeanor,Possession,2010,Male
101501638,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101501673,59,Black,Misdemeanor,Distribution/Selling/Transporting,2010,Male
100622051,20,White,Misdemeanor,Possession,2010,Male
100622644,32,White,Misdemeanor,Possession,2010,Male
100622958,28,White,Misdemeanor,Possession,2010,Male
100622960,39,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100623016,35,White,Misdemeanor,Possession,2010,Male
100623018,28,White,Misdemeanor,Possession,2010,Male
100623116,37,White,Misdemeanor,Possession,2010,Male
100623139,21,Black,Misdemeanor,Possession,2010,Male
100623141,31,White,Misdemeanor,Possession,2010,Male
100623143,39,White,Misdemeanor,Possession,2010,Male
100623243,46,Hispanic/Latino,Misdemeanor,Possession,2010,Female
100623279,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100623335,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100623787,24,Black,Misdemeanor,Possession,2010,Male
100623944,49,White,Misdemeanor,Possession,2010,Male
100624056,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100624143,24,Black,Misdemeanor,Possession,2010,Male
100624171,29,Black,Misdemeanor,Possession,2010,Male
100624348,22,Black,Misdemeanor,Possession,2010,Male
100624422,33,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100624595,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100624977,21,Black,Misdemeanor,Possession,2010,Male
100625459,49,Black,Misdemeanor,Possession,2010,Male
100625528,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100625600,22,Black,Misdemeanor,Possession,2010,Male
100625667,23,Black,Misdemeanor,Possession,2010,Male
100626775,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
2586,23,Black,Misdemeanor,Possession,2014,Male
4795,19,Other,Misdemeanor,Possession,2011,Male
90701054,24,Black,Misdemeanor,Possession,2011,Male
90701055,22,Black,Misdemeanor,Possession,2011,Male
90711778,31,White,Misdemeanor,Possession,2011,Male
90715737,20,Black,Misdemeanor,Possession,2011,Male
90716734,32,Black,Misdemeanor,Possession,2011,Male
90717486,28,Black,Misdemeanor,Possession,2011,Male
100100527,31,Black,Misdemeanor,Possession,2010,Male
100100598,26,Black,Misdemeanor,Possession,2010,Male
100100600,24,Black,Misdemeanor,Possession,2010,Male
100100606,55,White,Misdemeanor,Possession,2010,Male
100100618,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100100667,44,Black,Misdemeanor,Possession,2010,Male
100100722,53,Black,Misdemeanor,Possession,2010,Male
100100778,44,White,Misdemeanor,Possession,2010,Male
100100782,79,Black,Misdemeanor,Possession,2010,Male
100100851,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100101412,46,Black,Misdemeanor,Possession,2010,Male
100101432,48,Black,Misdemeanor,Possession,2010,Male
100101458,28,Black,Misdemeanor,Possession,2010,Male
100101462,42,Black,Misdemeanor,Possession,2010,Male
100101465,32,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100101472,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100101675,40,Black,Misdemeanor,Possession,2010,Male
100101714,30,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100104015,51,Hispanic/Latino,Misdemeanor,Possession,2010,Female
100104139,61,Black,Misdemeanor,Possession,2010,Male
100104216,39,Other,Misdemeanor,Possession,2010,Male
100104347,30,White,Misdemeanor,Possession,2010,Male
100104441,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100104491,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100104738,30,Other,Misdemeanor,Possession,2010,Male
100105049,49,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100105441,62,Black,Misdemeanor,Possession,2010,Male
100105442,43,White,Misdemeanor,Possession,2010,Female
100105443,29,Black,Misdemeanor,Possession,2010,Female
100105555,30,Black,Misdemeanor,Possession,2010,Male
100105578,32,Black,Misdemeanor,Possession,2010,Male
100105580,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100105693,40,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100105911,42,Black,Misdemeanor,Possession,2010,Female
100105931,51,Black,Misdemeanor,Possession,2010,Female
100106212,24,Hispanic/Latino,Misdemeanor,Possession,2010,Female
100106635,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100107052,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100107586,40,Black,Misdemeanor,Possession,2010,Male
100107597,32,Black,Misdemeanor,Possession,2010,Male
100107599,29,White,Misdemeanor,Possession,2010,Male
100107650,24,Black,Misdemeanor,Possession,2010,Male
100107723,21,White,Misdemeanor,Possession,2010,Male
100107876,34,White,Misdemeanor,Possession,2010,Male
100107878,36,Black,Misdemeanor,Possession,2010,Male
100108009,41,White,Misdemeanor,Possession,2010,Female
100108012,59,Black,Misdemeanor,Possession,2010,Male
100108718,39,Black,Misdemeanor,Possession,2010,Male
100108720,18,Black,Misdemeanor,Possession,2010,Male
100109572,45,Black,Misdemeanor,Possession,2010,Male
100109674,47,Black,Misdemeanor,Possession,2010,Female
100110079,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100110347,52,Black,Misdemeanor,Possession,2010,Male
100110773,19,Black,Misdemeanor,Possession,2010,Male
100110796,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100110953,36,White,Misdemeanor,Possession,2010,Male
100111553,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100112074,47,Black,Misdemeanor,Possession,2010,Male
100112194,44,White,Misdemeanor,Possession,2010,Male
100112923,41,Black,Misdemeanor,Possession,2010,Male
100113398,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100114285,45,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100114477,21,White,Misdemeanor,Possession,2010,Male
100115474,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100115720,41,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100115996,45,Black,Misdemeanor,Possession,2010,Female
100116153,43,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100116202,53,Black,Misdemeanor,Possession,2010,Male
100116237,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100116312,48,Black,Misdemeanor,Possession,2010,Male
100116314,50,Black,Misdemeanor,Possession,2010,Male
100116353,30,Black,Misdemeanor,Possession,2010,Male
100116389,47,Black,Misdemeanor,Possession,2010,Male
100116474,48,White,Misdemeanor,Possession,2010,Male
100116524,56,Black,Misdemeanor,Possession,2010,Male
100116555,46,Black,Misdemeanor,Possession,2010,Male
100116811,46,Hispanic/Latino,Misdemeanor,Possession,2010,Female
100117065,47,Other,Misdemeanor,Possession,2010,Male
100117217,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100117316,48,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100117404,19,Black,Misdemeanor,Possession,2010,Male
100117737,31,Black,Misdemeanor,Possession,2010,Male
100117856,44,Black,Misdemeanor,Possession,2010,Male
100118346,31,White,Misdemeanor,Possession,2010,Male
101512350,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100118350,36,Black,Misdemeanor,Possession,2010,Male
100118351,45,Black,Misdemeanor,Possession,2010,Male
100118375,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100118722,20,Black,Misdemeanor,Possession,2010,Male
100118767,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100118897,48,Black,Misdemeanor,Possession,2010,Male
100118943,50,Other,Misdemeanor,Possession,2010,Male
100119756,18,Black,Misdemeanor,Possession,2010,Female
100119875,50,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100119996,19,Hispanic/Latino,Misdemeanor,Possession,2010,Female
100120006,24,White,Misdemeanor,Possession,2010,Male
100120144,24,Black,Misdemeanor,Possession,2010,Male
100120466,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100120681,21,Hispanic/Latino,Misdemeanor,Possession,2010,Female
100120764,21,Hispanic/Latino,Misdemeanor,Possession,2010,Female
100121087,50,Black,Misdemeanor,Possession,2010,Male
100121146,55,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100121655,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100121668,59,Black,Misdemeanor,Possession,2010,Male
100121872,46,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100122312,29,Hispanic/Latino,Misdemeanor,Possession,2010,Male
